course_name,prerequisites,corequisites
ECE 4719 - Advanced Control Systems (3),ECE Major; and ECE 3709 or ECE 309; and ECE 3709L or ECE 309L.,
ECE 4319 - Application Development Using JAVA (3),ECE Major; and ECE 2310 or ECE 256.,
ECE 4708 - Digital Signal Processing (3),ECE Major; and ECE 3101 or ECE 306.,
ECE 4704 - Robotics (3),ECE Major; ECE 3709 or ECE 309; and ECE 3709L or ECE 309L.,
ECE 4709 - Digital Communication Systems (3),ECE Major; and ECE 4705 or ECE 405.,
ECE 4318 - Software Engineering (3),ECE Major; and ECE 3310 or ECE 304.,
ECE 4310 - Operating Systems for Embedded Applications (3),ECE Major; and ECE 2310 or ECE 256.,
ECE 4317 - Intelligence Systems for Engineering (3),ECE Major; ECE 3310 or ECE 304; and ECE 3715 or ECE 315.,
ECE 4311 - Network Forensics (3),ECE Major; and ECE 2310 or ECE 256.,
ECE 4304 - Discrete System Design Using VHDL (3),"ECE Major; ECE 2300 or ECE 204; ECE 2300L or ECE 204L; and ECE 3101 , ECE 3300 , ECE 305, or ECE 306.",
ECE 4305 - Digital Design Using Verilog HDL (3),"ECE Major; ECE 2310 or ECE 256; ECE 3301 or ECE 341; ECE 3301L or ECE 341L, ECE 3300 or ECE 205; and ECE 3300L or ECE 205L.",ECE 4305L .
ECE 4303 - TCP / IP Internetworking (3),ECE Major; ECE 2310 or ECE 256; ECE 3301 or ECE 341; and ECE 3301L or ECE 341L.,ECE 4303L .
ECE 4305L - Digital Design Using Verilog HDL Laboratory (1),ECE Major; ECE 2310 or ECE 256; ECE 3301 or ECE 341; and ECE 3301L or ECE 341L.,ECE 4305 .
ECE 4300 - Computer Architecture (3),ECE Major; ECE 3301 or ECE 341; and ECE 3301L or ECE 341L.,
ECE 4303L - TCP / IP Internetworking Laboratory (1),ECE Major; ECE 2310 or ECE 256; and ECE 3301 or ECE 341; and ECE 3301L or ECE 341L.,ECE 4303 .
ECE 4304L - Discrete System Design Using VHDL Laboratory (1),"ECE Major; ECE 2300 or ECE 204; ECE 2300L or ECE 204L; ECE 3101 , ECE 3300 , ECE 205, or ECE 306; and ECE 3101L , ECE 3300L , ECE 205L, or ECE 306L.",ECE 4304 .
ECE 4260 - Introduction to Photonics (3),ECE Major; ECE 3250 or ECE 302; and ECE 3200 or ECE 320.,
ECE 4251 - RF Design (3),ECE Major; and ECE 4250 or ECE 402.,
ECE 4203L - VLSI (Very Large Scale Integrated) Circuit Design Laboratory (1),ECE Major; and ECE 4203 or ECE 423.,ECE 4203 .
ECE 4250 - Fields and Waves in RF Electronics (3),ECE Major; and ECE 3250 or ECE 302.,
ECE 4203 - VLSI (Very Large Scale Integrated) Circuit Design (3),"ECE Major; PHY 1520 or PHY 133; and C- or better in ECE 2200 , ECE 220, ECE 299, or ECE 2990 .",
ECE 4200L - CMOS Analog Circuits Laboratory (1),ECE Major; and ECE 4200 or ECE 407.,ECE 4200 .
ECE 4201L - Advanced Analog Circuit Design Laboratory (1),ECE Major; and ECE 3200 or ECE 320 and ECE 4201 .,ECE 4201 .
ECE 4201 - Advanced Analog Circuit Design (3),ECE major; and ECE 3200 or ECE 320.,
ECE 3310 - Data Structures and Algorithms (3),ECE Major; and ECE 2310 or ECE 256.,
ECE 4200 - CMOS Analog Circuits (3),ECE Major; and ECE 3200 or ECE 320.,
ECE 3320L - Microprocessor-based System Design Laboratory (1),ECE Major; ECE 2300 or ECE 204; and ECE 2300L or ECE 204L.,ECE 3320 .
ECE 3320 - Microprocessor-based system design (3),ECE Major; ECE 2300 or ECE 204; and ECE 2300L or ECE 204L.,ECE 3320L .
ECE 3300L - Digital Circuit Design Using Verilog Laboratory (1),ECE Major; ECE 2300 or ECE 204; and ECE 2300L or ECE 204L.,ECE 3300 .
ECE 4705L - Communication Systems Laboratory (1),ECE Major.,ECE 4705 or ECE 405.
ECE 3300 - Digital Circuit Design Using Verilog (3),ECE Major; ECE 2300 or ECE 204; and ECE 2300L or ECE 204L.,ECE 3300L .
ECE 3201L - Instrumentation Systems Laboratory (1),"ECE Major; ECE 2200 , ECE 220, or ECE 299; and PHY 1520 or PHY 133.",ECE 3201 .
ECE 4064 - Professional Engineering Practice (1),"ECE Major; Junior or Senior standing; and completion of GWT, CPU 4010 , or CPU 401; and completion of all 1000 & 2000 level courses.",
ECE 3201 - Instrumentation Systems (3),"ECE Major; ECE 2200 , ECE 220, or ECE 299; and PHY 1520 or PHY 133.",
ECE 3810L - Power Engineering Laboratory (1),"ECE Major, and ECE 3810 or ECE 310.",
ECE 4705 - Communication Systems (3),ECE Major; and ECE 3715 or ECE 315.,
ECE 3810 - Introduction to Power Engineering (3),ECE Major; and ECE 2101 or ECE 209.,
ECE 3709L - Control Systems Engineering Laboratory (1),ECE Major.,ECE 3709 .
ECE 3709 - Control Systems Engineering (3),ECE Major; and ECE 2101 or ECE 209.,
"ECE 3715 - Probability, Statistics, and Random Processes for Electrical and Computer Engineers (3)",ECE Major; MAT 2140 or MAT 215; and ECE 3101 or ECE 306.,
ECE 3301L - Introduction to Microcontrollers Laboratory (1),ECE Major; ECE 2300 and ECE 2300L or ECE 204 and ECE 204L.,ECE 3301 .
ECE 3200L - Analog Microelectronics Laboratory (1),"ECE Major; ECE 3200 or ECE 320; and ECE 2200L , ECE 220L, or ECE 299L.",
ECE 3250 - Electromagnetic Fields (3),"ECE Major; MAT 2140 or MAT 215; MAT 2240 or MAT 224; PHY 1520 or PHY 133; and C- or better in ECE 2200 , ECE 220, or ECE 299.",
ECE 3301 - Introduction to Microcontrollers (3),ECE Major; ECE 2300 or ECE 204; and ECE 2300L or ECE 204L.,ECE 3301L .
ECE 3101L - Signals and Systems Laboratory (1),"ECE major, and ECE 2101 or ECE 209.",ECE 3101 or ECE 306.
ECE 3200 - Microelectronic Devices and Circuits (3),"ECE Major; C- or better in ECE 2101 or ECE 209; and C- or better in ECE 2200 , ECE 220, or ECE 299.",
ECE 3101 - Signals and Systems (3),ECE Major; ECE 2101 or ECE 209.,
ECE 2300L - Digital Logic Design Laboratory (1),"ECE Major; ECE 1310 or ECE 114; ECE 1101 , ECE 109, ECE 299, or ECE 2990 ; and ECE 1101L , ECE 109L, or ECE 299L.",ECE 2300 .
ECE 2200L - Introduction to Microelectronics Circuits Laboratory (1),"ECE Major; ECE 1101L , ECE 109L, ECE 299L, or ECE 2990L; and C- or better in ECE 2200 , ECE 220, or ECE 299.",
ECE 2300 - Digital Logic Design (3),"ECE Major; ECE 114 or ECE 1310 ; C- or better in ECE 1101 , ECE 109, or ECE 299; and C- or better in ECE 109L, ECE 1101L , or ECE 299L.",
ECE 2200 - Introduction to Microelectronics Circuits (3),"ECE Major; CHM 1210 , CHM 1150 , CHM 121, or CHM 115; and C- or better in ECE 1101 , ECE 209, ECE 299, or ECE 2990 .",ECE 2300 .
ECE 1310 - C For Engineers (3),ECE Major; and MAT 1140 or MAT 114.,
ECE 2101L - Electrical Circuit Analysis II Laboratory (1),"ECE Major; and ECE 1101L , ECE 109L, ECE 207L, ECE 299L, or ECE 2990L .",ECE 2101 or ECE 209.
ECE 2101 - Electrical Circuit Analysis II (3),ECE Major; ECE 109 or ECE 1101 ; MAT 224 or MAT 2240 ; PHY 133 or PHY 1520 ; and ECE 109L or ECE 1101L .,
ECE 1101 - Electrical Circuit Analysis I (3),ECE Major; and MAT 1140 or MAT 114.,
ECE 1101L - Electrical Circuit Analysis I Laboratory (1),ECE Major; and MAT 1140 or MAT 114.,ECE 1101 .
ETE 3501 - Feedback Control Systems (3),"ECET or ESET major; MAT 1310 , MAT 132, or MAT 299; and C- or better in ETE 2101 or ETE 310, and ETE 2101L or ETE 310L.",ETE 3501L .
ETE 3501L - Feedback Control Systems Laboratory (1),"ECET or ESET major; MAT 1310 , MAT 132, or MAT 299; and C- or better in ETE 2101 or ETE 310, and ETE 2101L or ETE 310L.",ETE 3501 .
ETE 3441L - Microcontroller Applications Laboratory (1),"ECET or ESET major; and C- or better in ETE 2301 or ETE 230, ETE 2301L or ETE 230L, ETE 1151 or ETT 215, and ETE 1151L or ETT 215L.",ETE 3441 .
ETE 3351L - Electronic Communication Circuits and Systems Laboratory (1),"ECET or ESET major; MAT 1310 , MAT 132, or MAT 299; and C- or better in ETE 2041 or ETE 204, and ETE 2041L or ETE 204L.",ETE 3351 .
ETE 3441 - Microcontroller Applications (3),"ECET or ESET major; and C- or better in ETE 2301 or ETE 230, ETE 2301L or ETE 230L, ETE 1151 or ETT 215, and ETE 1151L or ETT 215L.",ETE 3441L .
ETE 2801L - Industrial Electronics and PLC's Laboratory (1),"ECET or ESET major; C- or better in ETE 2101 or ETE 210, ETE 2101L or ETE 210L, ETE 2041 or ETE 204, and ETE 2041L or ETE 204L.",ETE 2801 .
ETE 3351 - Electronic Communication Circuits and Systems (3),"ECET or ESET major; MAT 1310 , MAT 132, or MAT 299; and C- or better in ETE 2041 or ETE 204, and ETE 2041L or ETE 204L.",ETE 3351L .
ETE 2801 - Industrial Electronics and PLC's (3),"ECET or ESET major; C- or better in ETE 2101 or ETE 210, ETE 2101L or ETE 210L, ETE 2041 or ETE 204, and ETE 2041L or ETE 204L.",ETE 2801L .
"ETE 2721L - Electronic CAD, Manufacturing and PCB Fabrication Laboratory (1)","ECET or ESET major; C- or better in ETE 2041 or ETE 204, ETE 2041L or ETE 204L, ETE 2301 or ETE 230, and ETE 2301L or ETE 230L.",ETE 2721 .
"ETE 2721 - Electronic CAD, Manufacturing and PCB Fabrication (3)","ECET or ESET major; C- or better in ETE 2041 or ETE 204, ETE 2041L or ETE 204L, ETE 2301 or ETE 230, and ETE 2301L or ETE 230L.",ETE 2721L .
ETE 2301L - Digital Circuits Laboratory (1),"ECET or ESET major; and C- or better in ETE 1021 or ETE 103, and ETE 1021L or ETE 103L.",ETE 2301 .
ETE 2101L - Circuit Analysis II Laboratory (1),"ECET or ESET major; MAT 1310 , MAT 132, or MAT 299; and C- or better in ETE 1021 or ETE 210, and ETE 1021L or ETE 210L.",ETE 2101 .
ETE 2101 - Circuit Analysis II (3),"ECET or ESET major; MAT 1310 , MAT 132, or MAT 299; and C- or better in ETE 1021 or ETE 210, and ETE 1021L or ETE 210L.",ETE 2101L .
ETE 2301 - Digital Circuits (3),"ECET or ESET major; and C- or better in ETE 1021 or ETE 103, and ETE 1021L or ETE 103L.",ETE 2301L .
ETE 2041L - Electronic Devices and Circuits Laboratory (1),"ECET or ESET major; MAT 1300 or MAT 130; and C- or better in ETE 1021 or ETE 103, and ETE 1021L or ETE 103L.",ETE 2041 .
ETE 1021L - Circuit Analysis I Laboratory (1),ECET or ESET major.,ETE 1021 .
ETE 2041 - Electronic Devices and Circuits (3),"ECET or ESET major; MAT 1300 or MAT 130; and C- or better in ETE 1021 or ETE 103, and ETE 1021L or ETE 103L.",ETE 2041L .
ETE 1151L - C/C++ Programming Laboratory (1),"ESET, ETT, or EMSET major; EGR 1000 ; EGR 1000L ; and MAT 1060 or MAT 106.",ETE 1151 .
ENG 2883 - Women Writers (3),Completion of GE Area A2.,
ETE 1151 - C/C++ Programming (3),"ESET, ETT, or EMSET major; EGR 1000 ; EGR 1000L ; and MAT 1060 or MAT 106.",ETE 1151L .
ETE 1021 - Circuit Analysis I (3),ECET or ESET major; MAT 1050 or MAT 105; and MAT 1060 or MAT 106.,ETE 1021L .
"ENG 4501 - Milton: Text, Context, and Culture (3)",ENG 312 and ENG 350; ENG 3000 and ENG 3010 ; ENG 355; or ENG 3110 .,
ENG 2332 - Introduction to African American Literature (3),Completion of GE Area A2.,
ENG 2330 - Introduction to Multicultural Literature in the U.S. (3),Completion of GE Area A2.,
ENG 2331 - Introduction to U.S. Latino/a Literature (3),Completion of GE Area A2.,
ENG 4500 - Chaucer (3),ENG 312 and ENG 350; ENG 3000 and ENG 3010 ; ENG 355; or ENG 3110 .,
LIB 1500 - Information Literacy for the Digital Age (3),,
ENG 1100 - Stretch Composition I (3),,
FST 1000 - Orientation and Careers in Food Science and Technology (1),FST Major.,
"EWS 4110 - Diversity, Education and Applied Arts (3)",Junior or Senior Standing.,
ENG 4610 - Senior Symposium (3),Senior Standing; ENG 303 or ENG 3150 ; ENG 312 or ENG 3000 ; and ENG 350 or ENG 3010 .,
"EWS 4520 - Ethnicity, Race, and Sexuality (3)","Junior or Senior Standing; and Lower division GE requirements in Areas A and D, and sub-area B4.",
EWS 3600 - Cultures of Childhood (3),Junior or Senior Standing.,
"EWS 4430 - Women, Health, and Body Politics (3)","Junior or Senior Standing; and Lower division GE requirements in Area A, at least two sub-areas in Area C, and at least two sub-areas in Area D.",
ENG 4504 - Shakespeare after 1600 (3),ENG 312 and ENG 350; ENG 3000 and ENG 3010 ; ENG 355; or ENG 3110 .,
EWS 4510 - Diaspora Studies (3),"Junior or Senior Standing; and Lower division GE requirements in Area A, at least two sub-areas in Area C, and at least two sub-areas in Area D.",
EWS 4500 - Multiracial and Hybrid Identities (3),"Junior or Senior Standing; and Lower division GE requirements in Area A, at least two sub-areas in Area C, and at least two sub-areas in Area D.",
"EWS 3500 - Immigration, Race and Gender Studies (3)",Junior or Senior Standing.,
EWS 4750S - Communities and Culture Service Learning (3),"Junior or Senior Standing; and EWS 140, EWS 145, EWS 1400 or EWS 1450 .",
"EWS 4100 - Art, Community, and Social Change (3)",Junior or Senior Standing.,
EWS 4610 - Capstone Senior Project (3),GEMs Majors; Senior Standing; and EWS 395 or EWS 3950 .,
ECS 3400 - Language and Literacy in Multilingual Families and Communities (3),"ECS 100 or ECS 1000 , and ECS 110 or ECS 1100 .","ECS 310 or ECS 3100 , and ECS 320 or ECS 3200 ."
EWS 2800S - Service Learning and Community Engagement Service Learning (3),,
GEO 4450 - Environmental Modeling with GIS (2),GEO 2400 and GEO 2400L or Instructor consent.,GEO 4450L .
GEO 4150 - Geography and Emergency Management (3),"GEO 1010 , GEO 1020 or Instructor consent.",
GEO 4610 - Senior Project/Capstone 1 (3),Geography major and Senior standing.,
GEO 3120 - Economic Geography (3),Lower Division GE area A.,
GEO 3070L - Climate Change Laboratory (1),GEO 1010 or Instructor consent.,GEO 3070 .
GEO 3070 - Climate Change (2),GEO 1010 or Instructor consent.,GEO 3070L .
GEO 3090L - Introduction to Field Geography Laboratory (1),GEO 1010 or Instructor consent.,GEO 3090 .
GEO 3080 - Biogeography (2),GEO 1010 ; and BIO 1110 and BIO 1110L or BIO 1150 and BIO 1150L .,GEO 3080L .
GEO 3080L - Biogeography Laboratory (1),GEO 1010 ; and BIO 1110 / BIO 1110L or BIO 1150 / BIO 1150L .,GEO 3080 .
GEO 3100 - Cultural Geography (3),"GEO 1000 , GEO 1020 or Instructor consent.",
GSC 4400L - Exploration and Mining Geology Laboratory (1),,
GEO 3090 - Introduction to Field Geography (2),GEO 1010 or Instructor consent.,GEO 3090L .
GSC 4620 - Senior Thesis (2),Upper Division standing.,
GSC 4610 - Senior Project and Presentation (2),Upper Division standing.,
GSC 3310L - Paleontology Laboratory (1),"GSC 112, GSC 1120 , BIO 110, BIO 1110 , BIO 111L or BIO 1110L ; and GSC 151L or GSC 1510L .",GSC 3310 .
GSC 3210 - Engineering Geology I (2),Upper Division standing; and Lower division GE requirements in Areas A and B.,GSC 3210L .
GSC 4400 - Exploration and Mining Geology (2),GSC 111 or GSC 1110 ; GSC 215 or GSC 2150 ; and GSC 215L or GSC 2150L .,GSC 4400L .
GSC 3310 - Paleontology (2),"GSC 112, GSC 1120 , BIO 110, BIO 1110 , BIO 111L or BIO 1110L ; and GSC 151L or GSC 1510L .",GSC 3310L .
GSC 3040 - Meteorology (3),Upper Division standing; and Lower division GE requirements in Areas A and B.,
GSC 3350 - Exploring Earth's Oceans: Oceanography (3),Upper Division standing; and Lower division GE requirements in Areas A and B.,
GSC 3210L - Engineering Geology I Laboratory (1),Upper Division standing; and Lower division GE requirements in Areas A and B.,GSC 3210 .
GSC 3230L - Geomorphology Laboratory (1),GSC 111 or GSC 1110 ; and GSC 141L or GSC 1410L .,GSC 3230 .
GSC 3230 - Geomorphology (2),GSC 111 or GSC 1110 ; and GSC 141L or GSC 1410L .,GSC 3230L .
GSC 3600L - Hydrogeology Laboratory (1),"MAT 105, MAT 1050 , MAT 106, MAT 1060 , MAT 112, MAT 114, MAT 1140 , MAT 1140C, MAT 115, MAT 1150 , MAT 1150C, MAT 116; GSC 111, GSC 1110 , GSC 321, or GSC 3210 ; and GSC141L or GSC 1410L , GSC 321L, or GSC 3210L .",GSC 3600 .
GSC 3330L - Structural Geology Laboratory (1),"MAT 1050 , MAT112, MAT114, MAT 1140 , MAT115, MAT 1150 , or MAT116; MAT 1060 , MAT112, MAT114, MAT 1140 , MAT115, MAT 1150 , or MAT116; and GSC111, GSC 1110 , GSC141L or GSC 1410L ; and GSC255L, GSC 2550L , GSC491L or GSC 4910L .",GSC 3330 .
GSC 3000L - Geochemistry Laboratory (1),CHM 121 or CHM 1210 ; and CHM 121L or CHM 1210L .,GSC 3000 .
GSC 3600 - Hydrogeology (2),"MAT 105, MAT 1050 , MAT 106, MAT 1060 , MAT 112, MAT 114, MAT 1140 , MAT 1140C, MAT 115, MAT 1150 , MAT 1150C, MAT 116; GSC 111, GSC 1110 , GSC 321, or GSC 3210 ; and GSC141L or GSC 1410L , GSC 321L, or GSC 3210L .",GSC 3600L .
GSC 3000 - Geochemistry (2),CHM121 or CHM 1210 ; and CHM121L or CHM 1210L .,GSC 3000L .
GSC 3330 - Structural Geology (2),"MAT 1050 , MAT112, MAT114, MAT 1140 , MAT115, MAT 1150 , or MAT116; MAT 1060 , MAT112, MAT114, MAT 1140 , MAT115, MAT 1150 , or MAT116; GSC111 or GSC 1110 ; GSC141L or GSC 1410L ; and GSC255L, GSC 2550L , GSC491L or GSC 4910L .",GSC 3330L .
GSC 3070L - Introduction to Global Geophysics Laboratory (1),"MAT 1050 , MAT 112, MAT 114, MAT 1140 , MAT 115, MAT 1150 , or MAT 116; MAT 1060 , MAT 112, MAT 114, MAT 1140 , MAT 115, MAT 1150 , or MAT 116.",GSC 3070 .
GSC 3070 - Introduction to Global Geophysics (2),"MAT 1050 , MAT 112, MAT 114, MAT 1140 , MAT 115, MAT 1150 , or MAT 116; MAT 1060 , MAT 112, MAT 114, MAT 1140 , MAT 115, MAT 1150 , or MAT 116.",GSC 3070L .
BIO 1110 - Life Science (2),Undergraduate standing.,
GSC 2550L - Field Methods Laboratory (1),GSC 111 or GSC 1110 and GSC 141L or GSC 1410L .,
BIO 1110L - Life Science Laboratory (1),,BIO 1110 .
HRT 4610 - Senior Project (3),Senior standing.,
GSC 1450L - Megascopic Petrography Laboratory (1),GSC 111 or GSC 1110 ; and GSC 141L or GSC 1410L .,
GSC 2150 - Mineralogy (2),GSC 111 or GSC 1110 ; GSC 141L or GSC 1410L ; CHM 121 or CHM 1210 ; and CHM 121L or CHM 1210L .,GSC 2150L .
GSC 2150L - Mineralogy Laboratory (1),GSC 111 or GSC 1110 ; GSC 141L or GSC 1410L ; CHM 121 or CHM 1210 ; and CHM 121L or CHM 1210L .,GSC 2150 .
HRT 4410 - Internship in Hospitality Management (1-3),HRT 341 or HRT 3410 .,
HST 4452 - History of Sport and Leisure (3),Completion of GE Area A.,
HRT 4100 - Strategic Leadership in the Hospitality Environment (3),Senior standing.,
HST 4431 - Topics in World Civilization (3),Completion of GE Area A.,
HST 4435 - Environmental History (3),Completion of GE Area A.,
HST 3393S - Digital History and New Media Service Learning (3),Completion of GE Area A.,
HRT 3410 - Professional Work Experience (2),Junior or Senior standing.,
HRT 3830 - Food and Beverage Operations (3),HRT 2020 ; HRT 276 or HRT 2760 ; HRT 281 or HRT 2810 ; HRT 281L or HRT 2810L ; HRT 302 or HRT 3020 ; and Current Food Protection Manager Certification that is acceptable as manager-level certification by the Los Angeles County Department of Environmental Health,HRT 3830L .
HST 3391 - Introduction to Public and Applied History (3),Completion of GE Area A.,
HST 4451 - The Holocaust (3),Completion of GE Area A.,
HST 3399 - History of Modern Nation States (3),Completion of GE Area A.,
