course_name,prerequisites,corequisites
HST 3368 - Japan to 1750 (3),"Completion of GE Area A, and junior or senior standing.",
HST 3365 - China 1927 to 2000 (3),"Completion of GE Area A, and junior or senior standing.",
HST 3363 - Mexico since 1810 (3),"Completion of GE Area A, and junior or senior standing.",
HST 3362 - Colonial Mexico (3),"Completion of GE Area A, and junior or senior standing.",
HST 3337 - Latin America since 1810 (3),"Lower division GE requirements in Areas A and D, and sub-area B4.",
HST 3335 - Colonial Latin America (3),"Completion of GE Area A, and junior or senior standing.",
HST 3330 - History of North Africa (3),"Completion of GE Area A, and junior or senior standing.",
HST 3316 - History of Modern Iran (3),"Completion of GE Area A, and junior or senior standing.",
HST 3315 - The Middle East from 1500 (3),"Lower division GE requirements in Areas A and D, and sub-area B4.",
HST 3313 - The Middle East from the Rise of Islam to 1500 (3),"Lower division GE requirements in Areas A and C, and sub-area B4.",
HST 3312 - Ancient Near East 1200-323 BCE (3),"Completion of GE Area A, and junior or senior standing.",
HST 3311 - Ancient Egypt (3),"Completion of GE Area A, and junior or senior standing.",
HST 3310 - Ancient Near East to 1200 BCE (3),"Completion of GE Area A, and junior or senior standing.",
HST 3305 - Ancient and Medieval India (3),"Completion of GE Area A, and junior or senior standing.",
HST 3307 - Modern South Asia (3),Completion of GE Area A.,
HST 4497 - Digital Research Project in Applied History (3),"Completion of GE Area A, and junior or senior standing.",
HST 4620 - Senior Thesis in History (3),History major and HST 3300 .,
"HST 2202 - United States History, 1877-Present (3)",,
HST 1100 - The Study and Practice of History (3),History major.,
HRT 3410 - Professional Work Experience (2),Junior or Senior standing.,
IME 2990 - Special Topics for Lower Division Students (1-3),,
IE 4370 - Advanced Engineering Systems (2),IE 327 or IE 3270 .,
MFE 1260L - Engineering Graphics I Laboratory (1),,MFE 1260 .
HRT 3830 - Food and Beverage Operations (3),"HRT 2020 , HRT 2760 , HRT 2810 / HRT 2810L , HRT 3020 , and current ANAB-CFP approved foodservice manager certification and California Alcohol Beverage Control's Responsible Beverage Service certification.",HRT 3830L .
IE 4260 - Applied Decision Theory (2),"IME 312, IME 314, or IME 3140 .",
KIN 4610 - Senior Project (3),Senior standing.,
MFE 1260 - Engineering Graphics I (1),,MFE 1260L .
KIN 4580 - Exercise Prescription and Fitness Testing for Diverse Populations (2),KIN 3520 / KIN 3520A .,
KIN 4560 - Motor Learning and Control (3),"KIN 2040 or KIN 3040, KIN 2040L or KIN 3040L, and KIN 3620 / KIN 3620A .",
KIN 4550 - Principles of Strength and Conditioning (3),KIN 3030 and KIN 3030L .,
KIN 4570 - Sport Psychology (3),KIN 2020 and PSY 3326 .,
KIN 4500L - Electrocardiography in Health and Exercise Laboratory (1),KIN 303 or KIN 3030 ; KIN 303L or KIN 3030L .,KIN 4500 .
KIN 4500 - Electrocardiography in Health and Exercise (2),KIN 303 or KIN 3030 ; KIN 303L or KIN 3030L .,KIN 4500L .
KIN 4120L - Movement Anatomy and Evaluation Laboratory (1),"KIN 2040 or KIN 3040, and KIN 2040L or KIN 3040L.",KIN 4120 .
KIN 4120 - Movement Anatomy and Evaluation (2),"KIN 2040 or KIN 3040, and KIN 2040L or KIN 3040L.",KIN 4120L .
KIN 4040 - Applied Biomechanics (3),"KIN 2040 or KIN 3040, and KIN 2040L or KIN 2040L.",
KIN 2400 - Foundations of Public Health and Applied Epidemiology (3),,
KIN 3400 - Health Disparities and Social Justice (3),KIN 2400 and SOC 2201 .,
KIN 3520A - Exercise Prescription and Fitness Testing Activity (1),BIO 2340 / BIO 2340L and BIO 2350 / BIO 2350L .,KIN 3520 .
KIN 2300 - Introduction to Sport and Social Justice (3),,
"BIO 1020 - Plagues, Pandemics and Bioterrorism (3)",Undergraduate standing.,
KIN 3520 - Exercise Prescription and Fitness Testing (3),BIO 2340 / BIO 2340L and BIO 2350 / BIO 2350L .,KIN 3520A .
KIN 3600 - Research Methods in Health and Human Movement (3),"STA 1200 or STA 1202 , and KIN 2020 .",
KIN 3130 - Teaching Aquatics (2),KIN 2220 and KIN 2230 .,
KIN 3120 - Secondary Physical Education - 2 (3),"KIN 2220 , KIN 2230 , and KIN 2460 .",
KIN 2230 - Standards and Assessment (3),,
KIN 2200 - Movement Education for Diverse Populations (3),,
KIN 2220 - Introduction to Physical Education Teacher Education (3),,
KIN 3110 - Secondary Physical Education - 1 (3),"KIN 2220 , KIN 2230 , and KIN 2460 .",
KIN 2050 - Applied Health and Well-Being (3),,
KIN 4300 - Philosophical and Ethical Issues in Health and Human Movement (3),,
KIN 2040 - Biomechanics (3),BIO 2340 and BIO 2340L .,KIN 2040L .
KIN 2020 - Introduction to Kinesiology and Health Promotion (3),,
KIN 2040L - Biomechanics Laboratory (1),BIO 2340 and BIO 2340L .,KIN 2040 .
LA 4111L - Design VII:  Advanced Landscape Architecture Laboratory (3),"LA 3121L and LA 3621 ; or LA 303, LA 303L, LA 333, LA 333L, LA 342, and LA 342L.",
LA 3621 - Construction II: Methods and Materials and Measuring (3),LA 3611 .,
LA 4621L - Design VIII: Landscape Architecture Capstone Laboratory (3),"LA 4111L or LA 4811L ; or LA 303, LA 303L, LA 333, LA 333L, LA 342, and LA 342L.",
LA 3121L - Design VI: Applied Site Design Laboratory (3),LA 3111L and LA 3611 ; or Faculty Advisor approval.,LA 3621 .
LA 3111L - Design V: Landscape Systems Lab (3),"LA 2121L , LA 2451 and LA 3581 ; LA 203, LA 203L, LA 243, LA 243L, LA 342, and LA 342L; or Faculty Advisor approval.",
LA 2111L - Design III: Spatial Design Lab (3),"C or better in LA 1121L ; LA 103, LA 103L, LA 252 and LA 252L; or Faculty Advisor approval.",
LA 2451 - Plant Ecology and Design II (3),LA 2441 .,
LA 1121L - Design II: Topographic Form Laboratory (3),LA 1111L or by Faculty Advisor approval.,
LA 2121L - Design IV: Ecology + Design Laboratory (3),LA 2111L and LA 2441 .,
GEO 3030 - Climatology (3),Junior standing; and Lower division GE requirements in Areas A and B.,
LA 1111L - Design I: Figure-Ground Laboratory (3),,
"KIN 4490 - US Sport, Culture, and Social Justice (3)","Lower division GE requirements in Areas A and D, and sub-area B4.",
HST 4011 - History of Cities (3),"Completion of GE Area A, and junior or senior standing.",
"COM 2270 - Media, Politics, Sex and Violence (3)",,
GEO 3150 - Urban Geography (3),GE area A.,
MU 4250 - Life and Death in the Arts (3),"Lower division GE requirements in Areas A and C, and sub-area B4.",
ANT 1120 - World Cultures via the Internet (3),,
COM 2280 - Understanding and Appreciating the Photographic Image (3),,
"LS 3041 - Science, Society, & You (3)","LS 201 or LS 2011 , and LS 301 or LS 3011 ; or junior standing.",
"ECS 1100 - Child, Family, and Community (3)",,
LS 3021 - Interdisciplinary Humanities (3),"LS 201 or LS 2011 , and LS 301 or LS 3011 ; or junior standing.",
ENG 2804 - Children's Literature (3),Completion of GE Areas A2 and A3.,
ECS 3600 - Emergent Literacy in First and Second Language Acquisition (3),"C or better in ECS 1000 and ECS 3400, or consent of department.",
MAT 1940 - Mathematical Concepts for Elementary School Teachers (4),"Category I, Category II, Category III, SAT >=570, MDTP >=14, ALEKS >=46, or ACT >=23; C or better in MAT 12, ESM 12, STA 1200 , STA 120, MAT 1050 , MAT 1060 , MAT 105, or MAT 106; C- or better in MAT 1900 , MAT 1910 , or MAT 191; or C- or better or CR in MAT 1051 .",
LS 3011 - Knowledge and Knowing in the Liberal Arts and Sciences (3),C or better in GE Area A2. Cannot be taken concurrently with LS 2011 or LS 201.,
LS 3031 - The Social Sciences and the Liberal Arts (3),"LS 201 or LS 2011 , and LS 301 or LS 3011 ; or junior standing.",
"LS 4011 - Liberal Studies Special Topics in Humanities, Social Science or Natural Sciences (3)","Junior or senior standing; LS 201 or LS 2011 ; LS 301 or LS 3011 ; and two of these courses: LS 3021 , LS 3031 , or LS 3041 .",
KIN 4430 - Inequality in Sport and Physical Activity (3),"Lower division GE requirements in Areas A and D, and sub-area B4.",
LS 4611 - Liberal Studies Senior Capstone (3),"LS 201 or LS 2011 ; LS 301 or LS 3011 , LS 3021 , LS 3031 , LS 3041 ; LS 401 or LS 4011 ; LS 421 or LS 4211 ; and LS 460S or LS 4601S .",
"LS 1020 - Integrating Knowledge, Learning, and Engagement for Success (3)",Freshman standing.,
"LS 2011 - Introduction to Liberal Studies: History, Purposes, and Critique of the Liberal Arts and Sciences (3)","C or better in GE Area A2, ENG 1100 , IGE 1100 , or equivalent; cannot be taken concurrently with LS 3011 .",
LS 4211 - Arts in Action (3),"LS 201 or LS 2011 , LS 301 or LS 3011 , LS 3021 , LS 3031 , LS 3041 , LS 401 or LS 4011 , and TH 423 or TH 4230 .",
GSC 2120L - Earth Science for Elementary Educators Laboratory (1),,
KIN 3100 - Elementary Physical Education (3),"KIN 2220 , KIN 2230 , and KIN 2460 .",
MAT 4020 - Introduction to Numerical Analysis II (3),C or better in MAT 401 or MAT 4010 .,
MAT 4860 - Introduction to Mathematical Modeling II (3),C or better in MAT 4850 and STA 2200 .,
MAT 3800 - Mathematics of Operations Research I (3),"C or better in MAT 208, MAT 2240 , or MAT 2250 .",
MAT 4850 - Introduction to Mathematical Modeling I (3),"C or better in MAT 2010 and MAT 2250 ; MAT 2010 , MAT 216, and MAT 208; MAT 201 and MAT 2250 ; or MAT 201, MAT 216, and MAT 208.",
MAT 3810 - Mathematics of Operations Research II (3),C or better in MAT 380 or MAT 3800 .,
MAT 4010 - Introduction to Numerical Analysis I (3),C or better in MAT 201 or MAT 2010 ; and MAT 208 or MAT 2250 .,
MFE 4380L - Plastics Engineering Laboratory (1),,MFE 4380 .
MFE 4060 - Safety Engineering (2),Junior Standing.,
MFE 4380 - Plastics Engineering (2),"MFE 201, MFE 2010 , MFE 230, or MFE 2211 .",MFE 4380L .
MFE 3341L - Net Shape Engineering Laboratory (1),,MFE 3341 .
IME 4990 - Special Topics for Upper Division Students (1-3),,
MFE 3341 - Net Shape Engineering (2),"MFE 201, MFE 2010 , MFE 230, or MFE 2211 .",MFE 3341L .
IME 4350L - Design of Experiments Laboratory (1),"IME 312, IME 314, or IME 3140 .",
IME 4350 - Design of Experiments (2),"IME 312, IME 314, or IME 3140 .",IME 4350L .
IME 4000 - Special Study for Upper Division Students (1-3),,
IME 3510 - Industrial Applications of Artificial Intelligence and Robotics (3),IME 3140 .,
IME 2000 - Special Study for Lower Division Students (1-3),,
IE 4190 - Reliability Concepts and techniques (2),"IME 312, IME 314, or IME 3140 .",
IE 4360L - Operations Planning and Control Laboratory (1),IE 327 or IE 3270 ; IE 416 or IE 4160 ; IME 326 or IME 3261 ; and IE 225 or IE 2250 .,IE 4360 .
IE 4360 - Operations Planning and Control (2),IE 327 or IE 3270 ; IE 416 or IE 4160 ; IME 326 or IME 3261 ; and IE 225 or IE 2250 .,IE 4360L .
IE 4160 - Operations Research I (3),MAT 224 or MAT 2240 .,
IE 4170 - Operations Research II (3),"IME 312, IME 314, or IME 3140 .",
IE 3921 - Principles of Lean Implementation (2),,
IE 2250L - Fundamentals of Human Factors Engineering Laboratory (1),,IE 2250 .
IE 3270 - Systems Engineering (2),"IME 224 or IME 2241 ; and MAT 116, MAT 214, MAT 215, MAT 224, or MAT 1150 .",IE 3270L .
IE 2250 - Fundamentals of Human Factors Engineering (2),,IE 2250L .
IE 3270L - Systems Engineering Laboratory (1),IME 224 or IME 2241 ; and MAT 116 or MAT 1150 .,IE 3270 .
MFE 4501L - Introduction to Computer Integrated Manufacturing and Automation Laboratory (1),,MFE 4501 .
MFE 4650 - Metal Working Theory and Applications (3),"MFE 230, MFE 221, MFE 2010 , or MFE 2211 ; and ME 218 or CE 2051 .",
MFE 3221L - Manufacturing Metrology Laboratory (1),,
MFE 4501 - Introduction to Computer Integrated Manufacturing and Automation (2),"ECE 231 or CHE 2301 ; MFE 201, MFE 2010 , MFE 230, or MFE 2211 ; and MAT 224 or MAT 2240 .",MFE 4501L .
MFE 3260L - Design for Manufacturing Laboratory (1),,MFE 3260 .
MFE 2501L - Numerical Control and CAM Laboratory (1),,MFE 2501 .
MFE 3260 - Design for Manufacturing (1),"IME 314 or IME 3140 ; MFE 226 or MFE 2261 ; and MFE 201, MFE 2010 , MFE 230, or MFE 2211 .",MFE 3260L .
MFE 2261L - Engineering Graphics Laboratory (1),,MFE 2261 .
MFE 2501 - Numerical Control and CAM (3),"MFE 201, MFE 2010 , MFE 221, or MFE 2211 ; and MFE 126, MFE 1260 , MFE 226, or MFE 2261 .",MFE 2501L .
"MFE 2211L - Manufacturing Processes- Casting, Forming, Joining, Metal Removal Laboratory (1)",,MFE 2211 .
MFE 2261 - Engineering Graphics I (2),,MFE 2261L .
"MFE 2171L - Manufacturing Processes-Materials, Metrology and Treatments Laboratory (1)",,MFE 2171 .
IME 4150L - Statistical Quality Control Laboratory (1),"IME 312, IME 314, or IME 3140 .",
"MFE 2211 - Manufacturing Processes- Casting, Forming, Joining, Metal Removal (3)","MFE 217, MFE 2171 , ETM 2171 , MTE 207, or MTE 2070 .",MFE 2211L .
"MFE 2171 - Manufacturing Processes-Materials, Metrology and Treatments (2)",CHM 121 or CHM 1210 .,MFE 2171L .
"IME 3311 - Facilities Planning, Layout and Design (3)","IME 326 or IME 3261 ; and MFE 126, MFE 1260, MFE 226, or MFE 2261 .",
IME 3261 - Production Planning and Control (3),"IME 224, or IME 2241 ; and IME 312, IME 314, or IME 3140 ; and IME 113 or IME 1130L .",
IME 4150 - Statistical Quality Control (2),"IME 312, IME 314, or IME 3140 .",IME 4150L .
IME 2241L - Industrial and Manufacturing Engineering Fundamentals Laboratory (1),,IME 2241 .
IME 3140 - Engineering Probability and Statistics (3),MAT 115 or MAT 1150 .,
IME 2390 - Industrial Costs and Controls (2),,
IME 1130L - Industrial and Manufacturing Engineering Computations Laboratory (1),,
IME 2241 - Industrial and Manufacturing Engineering Fundamentals (2),,IME 2241L .
IE 4290L - Discrete System Simulation Laboratory (1),"IME 113 or IME 1130L ; and IME 312, IME 314, or IME 3140 .",IE 4290 .
"EGR 1000L - Engineering, Society, and You Laboratory (1)",,
"EGR 1000 - Engineering, Society, and You (2)",,
IE 4290 - Discrete System Simulation (2),"IME 113 or IME 1130L ; and IME 312, IME 314, or IME 3140 .",IE 4290L .
ME 4990 - Special Topics for Upper Division Students (1-3),,
CE 2051 - Mechanics of Materials (3),"C- or better in ME 214, ETT 210, CE 2041 , ARO 2041 , or ETM 2101 .",
CHE 2301L - Process and Automation Laboratory (1),"MAT 215 or MAT 2140 ; CHE 201, CHE 2011 , IME 113L, or IME 1130L ; and C- or better in PHY 133 or PHY 1520 .",CHE 2301
CE 2061 - Fluid Mechanics (3),"C- or better in ME 214, ETT 210, CE 2041 , ARO 2041 , or ETM 2101 .",
CE 2041 - Engineering Statics (3),"C- or better in MAT 1150 , MAT 115, or MAT 130; C or better in PHY 1510 or PHY 131; and C of better in PHY 1510L or PHY 131L.",
ME 4450 - Safe Product Design and Analysis (3),"C- or better in ME 2150 or ME 215, C- or better in ME 3150 or ME 315, and C- or better in ME 3190 or ME 319.",
ME 4441 - Air Pollution Formation and Control (3),"C- or better in ME 3121 , or ME 302 and ME 312.",
ME 4330 - Engineering Computational Methods (3),"C or better in MAT 2240 , MAT 216, or MAT 224; and C- or better in ME 1101 and ME 1101L , or ME 232.",
CHE 2301 - Process and Automation (2),,CHE 2301L .
ME 4801 - Introduction to Micro-Electromechanical Systems (3),"C- or better in the following: ME 3150 or ME 315, ME 3121 or ME 312, ME 4351 or ME 435, and ME 4351L or ME 435L.",
ME 4210 - Dynamics of Machinery (3),C- or better in ME 2150 or ME 215.,
ME 4230 - Mechanics of Composite Materials (3),"C- or better in ME 3150 or ME 315; C- or better in ME 3190 or ME 319; and C or better in MAT 2240 , MAT 216, or MAT 224.",
ME 4251L - Advanced Machine Design and Analysis Laboratory (1),"C- or better in the following: ME 3250 or ME 325, and ME 3250L or ME 325L.",ME 4251 .
ME 4131 - Mechanical Vibrations (3),C- or better in ME 3401 or ME 340.,
ME 4251 - Advanced Machine Design and Analysis (2),"C- or better in the following: ME 3250 or ME 325, and ME 3250L or ME 325L.",ME 4251L .
MFE 2010L - Manufacturing Systems and Processes Laboratory (1),,MFE 2010 .
ME 4160 - Intermediate Dynamics (3),"C or better in MAT 2240 , MAT 216, or MAT 224; and C- or better in ME 2150 or ME 215.",
MFE 2010 - Manufacturing Systems and Processes (2),,MFE 2010L .
ME 4622 - Undergraduate Seminar (1),"ME major; and C- or better in the following: ME 3190 or ME 319; and ME 3121 , or ME 302 and ME 312.",EGR 4830 .
ME 4050 - Acoustics and Noise Control (3),"C- or better in ME 3111 or ME 311, ME 4351 or ME 435, and ME 4351L or ME 435L.",
ME 4391L - Control of Mechanical Systems Laboratory (1),C- or better in ME 3401 or ME 340.,ME 4391 .
ME 4391 - Control of Mechanical Systems (2),C- or better in ME 3401 or ME 340.,ME 4391L .
ME 4150 - Heat Transfer (3),"C- or better in the following: MAT 2240 , MAT 216, or MAT 224; ME 3011 or ME 301; and ME 3111 or ME 311.",
ME 4351L - Mechanical Measurements Laboratory (1),"C- or better in ME 3011 or ME 301, C- or better in ME 3111 or ME 311, C- or better in ME 3131L or ME 313L, and C- or better in ME 3401 or ME 340.",ME 4351 .
ME 4351 - Mechanical Measurements (2),"C- or better in ME 3011 or ME 301, C- or better in ME 3111 or ME 311, C- or better in ME 3131L or ME 313L, and C- or better in ME 3401 or ME 340.",ME 4351L .
ME 4271 - Thermal Systems Design (3),"C- or better in the following: ME 3121 or ME 312, and ME 4150 or ME 415.",
ME 4060A - Finite Element Analysis Activity (1),"C- or better in the following: ME 3401 or ME 340, and ME 3190 or ME 319.",ME 4060 .
ME 4060 - Finite Element Analysis (2),"C- or better in ME 3401 or ME 340, and ME 3190 or ME 319.",ME 4060A .
ME 3250L - Machine Design Laboratory (1),"MFE 2010 or MFE 201; MFE 2010L or MFE 201L; and C- or better in the following: ME 2150 or ME 215, and ME 3190 or ME 319.",ME 3250 .
